record_id,gender,gaming_platform,age_group,game_genre,primary_game,daily_gaming_hours,sleep_status,sleep_hours,sleep_disruption_frequency,mood_swing_frequency,gaming_addiction_risk_level,academic_work_performance,grades_gpa,work_productivity_score,exercise_hours_weekly,social_isolation_score,eye_strain,back_neck_pain,monthly_game_spending_usd
GD0663,Male,Multi-platform,19-24,RPG,"Elden Ring",4.4,Fair,6.3,Rarely,Daily,Low,Good,1.51,2,7.6,4,FALSE,FALSE,38.47
GD0664,Male,PC,13-18,FPS,Valorant,4.5,Poor,5.1,Never,Sometimes,Low,Average,3.45,,7,4,FALSE,FALSE,104.97
GD0665,Female,Multi-platform,31+,"Battle Royale",Fortnite,3.7,Fair,6.5,Never,Sometimes,Low,Average,,10,9.3,3,FALSE,FALSE,23.14
GD0666,Female,Multi-platform,13-18,RPG,"Elden Ring",1.5,Good,7.1,Rarely,Rarely,Low,Good,1.91,,8.1,1,FALSE,FALSE,0.1
GD0667,Male,Multi-platform,19-24,"Battle Royale","Apex Legends",6.7,"Very Poor",3.8,Sometimes,Daily,High,"Below Average",3.61,5,6.6,2,TRUE,FALSE,117.79
GD0668,Male,PC,13-18,MMO,"World of Warcraft",6.5,Poor,4.7,Always,Sometimes,Moderate,Good,3.57,,5,2,TRUE,FALSE,109.59
GD0669,Male,Multi-platform,31+,RPG,Skyrim,1.4,Good,8.8,Always,Never,Low,Poor,,1,10.5,1,FALSE,FALSE,24.22
GD0670,Male,Multi-platform,13-18,"Mobile Games","Genshin Impact",8.3,Fair,6,Always,Rarely,Moderate,Poor,1.19,,5.5,6,FALSE,FALSE,37.2
GD0671,Male,PC,19-24,Strategy,"Age of Empires",9.3,"Very Poor",4,Never,Daily,Severe,Poor,,8,6.6,6,TRUE,FALSE,170.31
GD0672,Male,Multi-platform,19-24,RPG,Skyrim,4,Fair,6.9,Always,Daily,Low,Excellent,3.33,3,9.1,1,FALSE,FALSE,29.01
GD0673,Male,PC,13-18,MMO,"World of Warcraft",8,Poor,5.4,Often,Rarely,High,Poor,2.83,,6.3,5,TRUE,TRUE,80.45
GD0674,Male,Multi-platform,25-30,Strategy,"Civilization VI",6,Fair,6,Always,Never,Moderate,Poor,,7,6.2,4,TRUE,TRUE,24.29
GD0675,Male,PC,31+,MMO,"World of Warcraft",4.2,Fair,5.9,Sometimes,Rarely,Low,Excellent,,7,6.2,2,FALSE,FALSE,17.42
GD0676,Male,Multi-platform,13-18,"Mobile Games","Genshin Impact",4,Fair,6.8,Sometimes,Sometimes,Low,Good,1.44,,7.8,2,FALSE,FALSE,15.49
GD0677,Female,Mobile,13-18,"Mobile Games","PUBG Mobile",6.5,Fair,5.6,Always,Never,Moderate,"Below Average",1.86,,7.1,4,TRUE,TRUE,83.36
GD0678,Female,Multi-platform,13-18,RPG,"Cyberpunk 2077",8,"Very Poor",3.2,Often,Daily,High,"Below Average",3.11,,5.9,6,TRUE,FALSE,41.3
GD0679,Male,Multi-platform,13-18,Strategy,"Civilization VI",3.5,Good,8.8,Sometimes,Daily,Low,"Below Average",2.01,,7.5,1,FALSE,FALSE,24.33
GD0680,Female,Mobile,13-18,"Mobile Games","Clash of Clans",6.4,Fair,5.7,Often,Daily,Low,Average,1.46,,5.1,5,FALSE,TRUE,84.7
GD0681,Male,PC,19-24,FPS,Valorant,8.2,"Very Poor",4,Sometimes,Often,Moderate,"Below Average",1.1,4,5.2,4,FALSE,TRUE,41.81
GD0682,Male,PC,13-18,MOBA,"Dota 2",0.7,Good,7.5,Often,Sometimes,Low,Good,3.68,,10.6,1,FALSE,FALSE,15.58
GD0683,Female,Multi-platform,13-18,RPG,Skyrim,3.7,Fair,5.6,Often,Often,Low,Average,1.27,,9.7,3,FALSE,FALSE,23.73
GD0684,Female,PC,19-24,MOBA,"Dota 2",2,Good,7.9,Always,Rarely,Low,Average,3.82,4,10.4,2,FALSE,FALSE,10.61
GD0685,Female,Multi-platform,19-24,FPS,"Call of Duty",9.7,Fair,5.7,Always,Sometimes,High,"Below Average",,3,3.2,6,TRUE,FALSE,118.63
GD0686,Female,Mobile,13-18,"Mobile Games","Clash of Clans",4.3,Poor,5,Never,Rarely,Low,Poor,3.12,,7.6,4,FALSE,FALSE,8.15
GD0687,Male,PC,19-24,FPS,CS:GO,3.5,Good,8.9,Always,Daily,Low,Average,2.17,8,8.1,1,FALSE,FALSE,44.2
GD0688,Female,PC,19-24,FPS,Valorant,12.3,"Very Poor",3.5,Sometimes,Never,Severe,Poor,2.55,2,4.4,9,FALSE,TRUE,413.29
GD0689,Male,PC,13-18,FPS,CS:GO,3.8,Poor,5,Rarely,Sometimes,Low,Good,1.68,,9.2,2,FALSE,FALSE,34.33
GD0690,Male,Multi-platform,13-18,RPG,"Cyberpunk 2077",10.9,Poor,5.3,Never,Often,Severe,"Below Average",1.71,,5.9,9,FALSE,TRUE,52.19
GD0691,Male,PC,25-30,FPS,Valorant,4.8,Fair,6.3,Rarely,Sometimes,Low,Average,,10,9.2,4,TRUE,FALSE,107.55
GD0692,Male,Multi-platform,19-24,RPG,Skyrim,3.8,Poor,5.5,Rarely,Sometimes,Low,Failing,,1,7.5,3,FALSE,FALSE,32.76
GD0693,Male,PC,19-24,FPS,CS:GO,12.5,Fair,5.7,Rarely,Daily,Moderate,Average,1.55,3,2.4,9,TRUE,TRUE,376.05
GD0694,Other,Multi-platform,19-24,"Battle Royale",Warzone,4.4,Fair,6.6,Often,Daily,Low,"Below Average",1.66,9,6.4,2,FALSE,FALSE,17.3
GD0695,Male,PC,13-18,Strategy,"Age of Empires",11.4,"Very Poor",3.3,Often,Rarely,High,Poor,1.49,,3.9,7,TRUE,FALSE,233.11
GD0696,Male,Multi-platform,25-30,RPG,"Elden Ring",8.9,Poor,4.4,Never,Sometimes,Moderate,Poor,,9,5.8,6,TRUE,FALSE,258.94
GD0697,Male,Multi-platform,19-24,"Battle Royale","Apex Legends",2.3,Good,8.5,Never,Often,Low,Good,,5,9.5,1,FALSE,FALSE,6.27
GD0698,Other,PC,13-18,MMO,"World of Warcraft",4.7,Fair,6.2,Never,Daily,Low,Excellent,3.71,,9.2,2,FALSE,FALSE,24.44
GD0699,Female,Multi-platform,13-18,Strategy,"Civilization VI",5,Fair,6.4,Always,Often,Low,Good,1.54,,5.8,2,TRUE,FALSE,10.19
GD0700,Male,PC,13-18,FPS,CS:GO,3,Good,8.4,Sometimes,Often,Low,Average,1.99,,9.1,1,FALSE,FALSE,30.68
GD0701,Male,Multi-platform,13-18,RPG,"Cyberpunk 2077",7.1,Poor,5,Never,Sometimes,Low,Failing,2.91,,6.4,6,TRUE,TRUE,49.26
GD0702,Female,PC,19-24,MOBA,"Dota 2",8.5,"Very Poor",3.3,Sometimes,Never,Severe,Excellent,1.77,8,4.7,5,TRUE,TRUE,354.28
GD0703,Female,Mobile,25-30,MOBA,"Mobile Legends",4.8,Fair,6,Rarely,Sometimes,Low,"Below Average",,3,9.2,2,TRUE,FALSE,35.97
GD0704,Male,Multi-platform,25-30,RPG,"Cyberpunk 2077",1.7,Good,7.7,Rarely,Rarely,Low,Excellent,,6,7,1,FALSE,FALSE,15.3
GD0705,Male,Mobile,19-24,MOBA,"Mobile Legends",8.3,Fair,5.9,Often,Often,Low,Excellent,1.09,10,4,6,FALSE,FALSE,69.71
GD0706,Male,Multi-platform,13-18,"Mobile Games","Genshin Impact",12.1,Fair,5.6,Rarely,Rarely,Severe,"Below Average",1.75,,3,8,TRUE,TRUE,380.39
GD0707,Female,Multi-platform,13-18,"Battle Royale",Warzone,5.8,Fair,6.8,Always,Rarely,Moderate,"Below Average",2.7,,5.2,3,TRUE,FALSE,123.39
GD0708,Female,Mobile,13-18,"Mobile Games","PUBG Mobile",8.5,"Very Poor",3.9,Always,Daily,Severe,Poor,1.42,,3.6,8,FALSE,FALSE,200.6
GD0709,Male,Multi-platform,19-24,"Battle Royale",Warzone,3.9,Poor,5.3,Never,Daily,Low,Good,1.56,1,7.9,1,FALSE,FALSE,27.46
GD0710,Female,Mobile,19-24,MOBA,"Mobile Legends",3.7,Poor,5.5,Always,Daily,Low,Good,,9,7.7,1,FALSE,FALSE,30.53
GD0711,Male,PC,19-24,MOBA,"Dota 2",10.4,Fair,5.7,Never,Never,Severe,Failing,2.21,10,3.9,6,TRUE,TRUE,380.83
GD0712,Female,Multi-platform,25-30,RPG,"Cyberpunk 2077",6.4,Fair,6.5,Sometimes,Daily,Moderate,"Below Average",,1,8.2,4,FALSE,TRUE,86.39
GD0713,Male,Multi-platform,19-24,RPG,"Elden Ring",10,Poor,5.4,Rarely,Daily,High,Failing,3.7,9,5.8,5,TRUE,FALSE,270.84
GD0714,Male,PC,19-24,FPS,Valorant,11.1,Fair,5.6,Rarely,Sometimes,Severe,Poor,1.98,6,5.8,6,FALSE,TRUE,396
GD0715,Male,Mobile,19-24,"Mobile Games","Candy Crush",6.7,Poor,4.9,Often,Rarely,Moderate,Good,3.55,4,6.4,5,TRUE,TRUE,56.05
GD0716,Male,PC,19-24,FPS,CS:GO,5.9,Fair,6.8,Rarely,Rarely,Low,Average,,3,6.6,4,FALSE,FALSE,37.44
GD0717,Male,Multi-platform,25-30,RPG,"Cyberpunk 2077",3,Good,8.3,Always,Sometimes,Low,Good,,6,7.4,1,FALSE,FALSE,13.32
GD0718,Male,PC,13-18,MOBA,"Dota 2",6.6,Poor,4.8,Never,Daily,High,Average,3.92,,6.8,3,TRUE,FALSE,17
GD0719,Male,Multi-platform,19-24,FPS,Overwatch,11.7,Fair,6,Never,Often,High,Poor,3.05,5,5.1,7,TRUE,TRUE,303.54
GD0720,Female,Multi-platform,19-24,RPG,"Elden Ring",13,Poor,5.2,Sometimes,Daily,Severe,"Below Average",,7,5.1,8,TRUE,FALSE,239.25
GD0721,Male,Mobile,13-18,"Mobile Games","Candy Crush",4.3,Fair,5.6,Rarely,Often,Low,Average,2.63,,6.6,2,FALSE,FALSE,27.9
GD0722,Male,PC,19-24,MOBA,"Dota 2",4.8,Fair,7,Often,Never,Low,Poor,2.42,3,6,2,TRUE,FALSE,110.49
GD0723,Male,Multi-platform,19-24,Strategy,"Civilization VI",3.9,Fair,6.7,Always,Never,Low,Poor,,8,7.2,2,FALSE,FALSE,29.56
GD0724,Female,Mobile,13-18,"Mobile Games","Clash of Clans",5.1,Fair,7,Often,Sometimes,Low,"Below Average",3.96,,5.8,1,TRUE,FALSE,97.92
GD0725,Male,Mobile,19-24,MOBA,"Mobile Legends",7.8,Poor,4.1,Sometimes,Daily,Severe,Poor,1.74,4,7.2,6,FALSE,TRUE,106.73
GD0726,Female,Multi-platform,13-18,"Battle Royale",Fortnite,2.1,Good,8.6,Sometimes,Daily,Low,Average,1.86,,9.3,1,FALSE,FALSE,49.39
GD0727,Female,Multi-platform,13-18,"Mobile Games","Genshin Impact",6.2,Fair,5.7,Sometimes,Often,Moderate,"Below Average",2.22,,5.2,4,TRUE,TRUE,37
GD0728,Male,Mobile,13-18,MOBA,"Mobile Legends",6.3,Fair,6.6,Often,Never,Moderate,Average,3.01,,6.9,2,TRUE,TRUE,147.26
GD0729,Male,PC,19-24,FPS,Valorant,8.4,Poor,5.1,Never,Rarely,Severe,"Below Average",2.38,10,5.8,6,FALSE,TRUE,73.12
GD0730,Male,PC,19-24,Strategy,"Age of Empires",10.3,Fair,5.8,Sometimes,Rarely,Severe,Poor,2.9,10,4.1,6,TRUE,TRUE,446.66
GD0731,Female,Multi-platform,13-18,"Battle Royale",Fortnite,3.2,Good,7.2,Never,Sometimes,Low,Poor,3.6,,7.9,1,FALSE,FALSE,12.37
GD0732,Female,PC,25-30,MOBA,"League of Legends",8.6,Poor,4.2,Rarely,Sometimes,Severe,Average,,2,5.3,6,FALSE,TRUE,309.02
GD0733,Female,Multi-platform,19-24,"Battle Royale",Fortnite,4.3,Poor,5.5,Often,Sometimes,Low,"Below Average",1.96,1,8.2,3,FALSE,FALSE,18.74
GD0734,Male,Multi-platform,19-24,"Battle Royale",Warzone,5.4,Fair,6.7,Often,Never,Low,Average,,9,7.2,3,TRUE,FALSE,101.27
GD0735,Female,Multi-platform,13-18,FPS,Overwatch,4.4,Fair,6.1,Never,Sometimes,Low,Poor,1.03,,9.5,2,FALSE,FALSE,35.72
GD0736,Male,Multi-platform,13-18,"Battle Royale",Fortnite,11.4,Poor,4.6,Sometimes,Often,High,"Below Average",1.61,,5.1,8,FALSE,TRUE,151.46
GD0737,Male,Multi-platform,13-18,RPG,Skyrim,8.6,Poor,4.9,Never,Often,Severe,Poor,2.95,,5.6,5,TRUE,TRUE,123.19
GD0738,Female,Multi-platform,13-18,Strategy,"Civilization VI",7,"Very Poor",4,Rarely,Often,Moderate,Failing,1.93,,8.4,4,TRUE,TRUE,65.22
GD0739,Male,PC,25-30,MMO,"World of Warcraft",5.8,Fair,6.6,Rarely,Rarely,Moderate,Poor,,1,7.7,4,FALSE,TRUE,27.31
GD0740,Male,Multi-platform,13-18,Strategy,"Civilization VI",6.2,Poor,5.4,Rarely,Never,Low,Average,3.01,,7,5,TRUE,FALSE,115.5
GD0741,Male,Multi-platform,13-18,MMO,"Elder Scrolls Online",6.3,Fair,6.2,Often,Sometimes,Low,Good,2.75,,7.9,3,TRUE,TRUE,35.84
GD0742,Male,Multi-platform,19-24,FPS,Overwatch,13.5,Poor,4.3,Never,Often,High,Poor,1.93,10,2,10,TRUE,FALSE,52.68
GD0743,Male,Multi-platform,25-30,"Mobile Games","Genshin Impact",7.4,"Very Poor",3,Often,Daily,High,Poor,,3,7.7,4,TRUE,FALSE,75.3
GD0744,Male,PC,19-24,MOBA,"Dota 2",1.2,Good,8.2,Rarely,Rarely,Low,Average,1.86,10,9.7,1,FALSE,FALSE,39.28
GD0745,Male,PC,13-18,Strategy,"Age of Empires",2.3,Good,7.4,Often,Often,Low,Excellent,1.76,,10.2,2,FALSE,FALSE,35.69
GD0746,Female,PC,19-24,MOBA,"League of Legends",4.6,Fair,6,Never,Sometimes,Low,Excellent,1.71,2,7.5,3,TRUE,FALSE,46.89
GD0747,Male,Mobile,25-30,MOBA,"Mobile Legends",0.7,Good,7.3,Sometimes,Daily,Low,"Below Average",,4,8.5,1,FALSE,FALSE,46.38
GD0748,Male,Mobile,13-18,"Mobile Games","Candy Crush",0.6,Good,8.1,Often,Daily,Low,Good,1.46,,10.8,1,FALSE,FALSE,36.92
GD0749,Male,Multi-platform,19-24,"Mobile Games","Genshin Impact",4.8,Fair,6.8,Often,Rarely,Low,Average,3.46,6,8.4,3,TRUE,FALSE,47.78
GD0750,Male,PC,19-24,MMO,"World of Warcraft",5.5,Fair,6.3,Never,Rarely,Low,Poor,,6,6.6,4,TRUE,TRUE,51.25
GD0751,Male,Multi-platform,13-18,RPG,Skyrim,6.3,Fair,5.6,Never,Often,Moderate,Good,1.02,,5.8,4,TRUE,FALSE,10.47
GD0752,Male,PC,19-24,Strategy,"StarCraft II",11.9,Poor,4.2,Always,Never,Severe,Poor,3.34,3,4.1,8,TRUE,TRUE,374.32
GD0753,Male,Multi-platform,19-24,RPG,"Elden Ring",4.1,Poor,5.2,Always,Often,Low,Good,2.63,9,8.7,3,FALSE,FALSE,45.63
GD0754,Female,Multi-platform,19-24,FPS,"Call of Duty",0.8,Good,7.4,Sometimes,Sometimes,Low,Good,1.43,2,8.8,1,FALSE,FALSE,35.12
GD0755,Female,PC,13-18,Strategy,"StarCraft II",3.7,Poor,5.5,Rarely,Daily,Low,Average,1.86,,6.3,1,FALSE,FALSE,22.33
GD0756,Male,PC,19-24,MOBA,"League of Legends",11,"Very Poor",3.4,Always,Sometimes,Severe,Poor,,6,4.5,7,TRUE,TRUE,144.47
GD0757,Male,PC,25-30,FPS,Valorant,1.5,Good,9,Sometimes,Often,Low,Average,,3,10.4,1,FALSE,FALSE,10.08
GD0758,Male,Mobile,13-18,"Mobile Games","Clash of Clans",6.6,"Very Poor",3.7,Always,Rarely,High,"Below Average",1.5,,5.5,6,TRUE,TRUE,29.91
GD0759,Female,Multi-platform,13-18,RPG,Skyrim,5.9,Fair,6.6,Always,Sometimes,Moderate,"Below Average",1.77,,5.9,3,TRUE,TRUE,19.38
GD0760,Female,PC,31+,MOBA,"League of Legends",5.5,Fair,6.1,Never,Never,Moderate,"Below Average",,5,8.1,3,FALSE,FALSE,82.37
GD0761,Male,PC,13-18,MOBA,"League of Legends",11.4,"Very Poor",3,Always,Sometimes,Severe,"Below Average",3.91,,5.6,7,FALSE,TRUE,73.87
GD0762,Female,Multi-platform,13-18,MMO,"Elder Scrolls Online",2.7,Good,8.6,Often,Often,Low,Excellent,3.85,,6.9,1,FALSE,FALSE,42.45
GD0763,Male,PC,19-24,FPS,Valorant,5.5,Fair,6,Often,Never,Low,Average,1.06,1,8.8,3,TRUE,FALSE,91.34
GD0764,Male,Mobile,13-18,MOBA,"Mobile Legends",7.3,Poor,4.5,Never,Daily,High,Average,2.89,,4.9,5,TRUE,TRUE,115.77
GD0765,Male,PC,19-24,MMO,"World of Warcraft",7.7,"Very Poor",3.2,Often,Sometimes,High,Failing,,8,5.7,3,TRUE,TRUE,30.64
GD0766,Female,Multi-platform,19-24,"Battle Royale","Apex Legends",8.3,Poor,5.5,Always,Sometimes,Severe,Average,1.44,10,4.4,5,FALSE,TRUE,10.32
GD0767,Male,Multi-platform,19-24,MMO,"Elder Scrolls Online",9.5,Poor,4.6,Often,Daily,High,"Below Average",3.65,1,3.7,6,FALSE,TRUE,336.84
GD0768,Female,Multi-platform,19-24,"Battle Royale",PUBG,10,Poor,5.3,Never,Never,High,"Below Average",2.71,7,6.9,5,FALSE,TRUE,386.2
GD0769,Male,Multi-platform,25-30,"Battle Royale",Fortnite,2.8,Good,7.3,Often,Never,Low,Average,,7,9.3,1,FALSE,FALSE,16.42
GD0770,Male,PC,19-24,MOBA,"League of Legends",8.6,"Very Poor",4,Sometimes,Rarely,Severe,Poor,2.67,4,6.9,5,TRUE,TRUE,471.04
GD0771,Female,PC,13-18,Strategy,"StarCraft II",4.9,Poor,5.1,Always,Often,Low,Average,3.44,,9.2,3,TRUE,FALSE,89.56
GD0772,Male,Multi-platform,13-18,RPG,Skyrim,3.4,Good,8.8,Sometimes,Never,Low,Good,2.86,,8.5,1,FALSE,FALSE,13.73
GD0773,Male,PC,19-24,FPS,Valorant,2.2,Good,8.9,Always,Daily,Low,Good,1.03,10,9,1,FALSE,FALSE,38.09
GD0774,Female,Multi-platform,19-24,RPG,"Elden Ring",4.2,Fair,6.1,Often,Sometimes,Low,"Below Average",2.77,2,7.8,3,FALSE,FALSE,22.92
GD0775,Male,PC,13-18,Strategy,"Age of Empires",5,Fair,6.4,Often,Sometimes,Low,"Below Average",2.76,,5.7,3,FALSE,FALSE,130.46
GD0776,Other,PC,19-24,Strategy,"StarCraft II",7.9,Poor,5.1,Rarely,Sometimes,Moderate,Poor,1.63,6,5.8,4,FALSE,FALSE,70.68
GD0777,Female,Mobile,19-24,"Mobile Games","PUBG Mobile",10.7,"Very Poor",3.7,Often,Sometimes,High,Average,1.13,6,5.7,8,TRUE,TRUE,394.92
GD0778,Male,Multi-platform,25-30,"Battle Royale",Fortnite,8.6,Poor,5.1,Often,Daily,High,"Below Average",,9,6.6,6,FALSE,TRUE,141.47
GD0779,Female,PC,25-30,MOBA,"League of Legends",8.8,Poor,4.8,Rarely,Sometimes,High,Failing,,5,7.4,6,FALSE,TRUE,442.42
GD0780,Male,Multi-platform,19-24,"Battle Royale",Fortnite,3.4,Good,7.5,Sometimes,Never,Low,Good,,6,8.9,1,FALSE,FALSE,36.34
GD0781,Female,PC,19-24,FPS,Valorant,6.3,Fair,6.1,Never,Rarely,Moderate,Poor,1.67,4,5.1,2,TRUE,TRUE,120.62
GD0782,Male,PC,13-18,FPS,Valorant,2.1,Good,7.4,Never,Sometimes,Low,Excellent,1.79,,10.6,2,FALSE,FALSE,39.9
GD0783,Male,Multi-platform,13-18,RPG,"Cyberpunk 2077",4.6,Poor,5.1,Never,Sometimes,Low,"Below Average",1.44,,6.1,3,FALSE,FALSE,15.54
GD0784,Female,Mobile,25-30,"Mobile Games","Clash of Clans",9.8,Poor,5.2,Always,Often,Severe,Poor,,7,3.2,6,FALSE,FALSE,63.25
GD0785,Male,Multi-platform,19-24,"Battle Royale",Fortnite,3,Good,8.1,Never,Rarely,Low,Excellent,3.26,1,9.7,1,FALSE,FALSE,34.88
GD0786,Female,Mobile,13-18,"Mobile Games","Candy Crush",2.9,Good,8.7,Always,Sometimes,Low,Excellent,1.86,,9.2,1,FALSE,FALSE,0.78
GD0787,Male,Multi-platform,13-18,MMO,"Elder Scrolls Online",5.8,Fair,6.6,Often,Sometimes,Low,Good,1.45,,7.6,4,FALSE,FALSE,10.87
GD0788,Male,Multi-platform,19-24,RPG,"Elden Ring",5.7,Fair,6.8,Always,Often,Low,Good,3.89,6,6.1,3,FALSE,FALSE,44.8
GD0789,Male,Multi-platform,19-24,Strategy,"Civilization VI",7,"Very Poor",3.8,Always,Never,High,Excellent,3.08,1,7,2,FALSE,TRUE,61.59
GD0790,Female,Multi-platform,13-18,RPG,Skyrim,7.9,Poor,4.3,Often,Often,Low,Poor,3.4,,7.3,5,TRUE,TRUE,80.06
GD0791,Male,Multi-platform,19-24,Strategy,"Civilization VI",7,"Very Poor",3.6,Never,Often,Moderate,Poor,1.4,3,7.6,5,TRUE,TRUE,23.82
GD0792,Male,Mobile,31+,"Mobile Games","PUBG Mobile",1.4,Good,8.3,Often,Never,Low,Good,,9,10.4,1,FALSE,FALSE,48.31
GD0793,Female,Multi-platform,13-18,MMO,"Final Fantasy XIV",8.7,Fair,6,Often,Sometimes,Severe,"Below Average",2.87,,6.6,5,TRUE,TRUE,486.6
GD0794,Female,Multi-platform,13-18,"Battle Royale",Fortnite,6,Fair,6,Always,Never,Moderate,Good,1.35,,6,3,FALSE,TRUE,134.04
GD0795,Female,Multi-platform,13-18,Strategy,"Civilization VI",4.7,Poor,5,Never,Often,Low,Good,3.27,,7.9,3,TRUE,FALSE,22.32
GD0796,Female,PC,19-24,Strategy,"StarCraft II",3.9,Fair,6,Often,Rarely,Low,"Below Average",1.16,1,8.9,3,FALSE,FALSE,28.45
GD0797,Male,Multi-platform,13-18,"Battle Royale","Apex Legends",7.1,Poor,4.4,Always,Rarely,High,"Below Average",1.49,,6.3,4,TRUE,TRUE,94.86
GD0798,Male,Multi-platform,19-24,MMO,"Elder Scrolls Online",2.9,Good,7.7,Sometimes,Never,Low,Excellent,2.13,7,8.7,1,FALSE,FALSE,41.86
GD0799,Female,Multi-platform,19-24,RPG,"Cyberpunk 2077",6.7,"Very Poor",4,Sometimes,Daily,Moderate,"Below Average",3.55,4,4.6,4,TRUE,TRUE,59.16
GD0800,Male,PC,25-30,MMO,"World of Warcraft",7.6,"Very Poor",3.3,Often,Often,Moderate,Good,,5,4.6,4,TRUE,TRUE,114.21
GD0801,Male,PC,13-18,MMO,"World of Warcraft",6.6,Fair,5.8,Never,Often,Moderate,"Below Average",3.68,,5.3,5,TRUE,TRUE,59.22
GD0802,Male,Multi-platform,19-24,RPG,"Cyberpunk 2077",5.3,Poor,5.5,Never,Rarely,Low,Average,2.26,2,5.6,3,FALSE,FALSE,112.89
GD0803,Other,Multi-platform,13-18,RPG,Skyrim,5.6,Fair,6.3,Often,Often,Moderate,Excellent,1.82,,7.3,3,TRUE,FALSE,148.83
GD0804,Male,Mobile,13-18,MOBA,"Mobile Legends",3.4,Good,8.4,Sometimes,Rarely,Low,"Below Average",3.17,,7.2,3,FALSE,FALSE,28.03
GD0805,Male,PC,13-18,Strategy,"StarCraft II",8.2,Poor,5.3,Always,Often,Low,"Below Average",2.36,,5.8,5,TRUE,FALSE,88.12
GD0806,Male,Multi-platform,19-24,FPS,Overwatch,10.5,Poor,4.8,Always,Often,Severe,Poor,1.41,6,4.9,6,TRUE,FALSE,443.88
GD0807,Male,Multi-platform,19-24,RPG,"Cyberpunk 2077",7.4,"Very Poor",3.2,Always,Often,Moderate,"Below Average",2.8,5,8.2,4,TRUE,FALSE,20.41
GD0808,Male,Multi-platform,25-30,"Battle Royale",PUBG,4.7,Fair,5.9,Never,Rarely,Low,"Below Average",,6,5.9,1,TRUE,FALSE,121.89
GD0809,Male,Mobile,13-18,"Mobile Games","PUBG Mobile",5,Fair,6.1,Sometimes,Rarely,Low,"Below Average",3.18,,8.8,2,TRUE,FALSE,90.52
GD0810,Male,PC,19-24,Strategy,"StarCraft II",4.9,Poor,5.3,Often,Often,Low,"Below Average",3.98,9,8.9,5,TRUE,FALSE,40.15
GD0811,Male,Multi-platform,13-18,RPG,"Cyberpunk 2077",8.7,Poor,5.1,Always,Sometimes,Severe,"Below Average",2.07,,7.2,6,TRUE,TRUE,259.52
GD0812,Male,Multi-platform,19-24,RPG,"Cyberpunk 2077",1.7,Good,7.4,Sometimes,Rarely,Low,Good,2.27,3,9.3,1,FALSE,FALSE,16.37
GD0813,Male,Multi-platform,13-18,"Mobile Games","Genshin Impact",6.8,Poor,5.2,Always,Often,Moderate,Failing,3.29,,6.8,6,FALSE,TRUE,26.83
GD0814,Male,Multi-platform,19-24,MMO,"Final Fantasy XIV",8.9,Poor,4.7,Never,Often,Severe,Good,,4,4.3,7,TRUE,TRUE,391.6
GD0815,Male,Multi-platform,25-30,RPG,"Elden Ring",4.2,Poor,5.3,Often,Often,Low,Excellent,,5,8.5,2,FALSE,FALSE,48.39
GD0816,Male,Multi-platform,13-18,Strategy,"Civilization VI",6.9,Fair,5.7,Often,Sometimes,High,"Below Average",3.77,,7.5,3,FALSE,FALSE,146.82
GD0817,Male,PC,25-30,MOBA,"Dota 2",6,Fair,6.3,Rarely,Daily,Moderate,Excellent,,10,5.6,3,TRUE,TRUE,107.64
GD0818,Male,Mobile,19-24,"Mobile Games","Clash of Clans",11,Poor,5.3,Sometimes,Often,Moderate,Failing,1.88,9,4.7,6,TRUE,FALSE,341.34
GD0819,Male,PC,13-18,MOBA,"Dota 2",11.9,Fair,5.7,Always,Daily,Severe,Average,1.03,,3.6,7,TRUE,FALSE,97.11
GD0820,Male,Multi-platform,13-18,RPG,Skyrim,6.3,Fair,6,Often,Rarely,Moderate,Average,3.41,,6.2,3,TRUE,FALSE,147.18
GD0821,Male,Mobile,19-24,"Mobile Games","Candy Crush",2.2,Good,7.7,Often,Often,Low,Excellent,3.16,1,9.8,1,FALSE,FALSE,0.44
GD0822,Female,PC,19-24,MOBA,"Dota 2",6.2,Poor,5.3,Sometimes,Daily,Moderate,Good,,10,8.6,3,FALSE,FALSE,130.71
GD0823,Female,Multi-platform,19-24,FPS,"Call of Duty",9.3,Poor,5.4,Often,Often,Severe,Poor,3.56,10,3.7,6,TRUE,TRUE,377.17
GD0824,Male,Mobile,19-24,MOBA,"Mobile Legends",5.6,Fair,5.9,Never,Rarely,Moderate,Poor,3.33,9,8,4,TRUE,TRUE,141.67
GD0825,Male,Multi-platform,19-24,"Battle Royale",Fortnite,6.2,Fair,5.6,Always,Daily,Moderate,Good,2.19,3,8.5,3,TRUE,TRUE,142.95
GD0826,Female,Mobile,19-24,MOBA,"Mobile Legends",7.1,Poor,5.1,Never,Daily,Moderate,Average,1.38,6,5.2,3,TRUE,TRUE,83.29
GD0827,Male,Multi-platform,25-30,"Battle Royale",PUBG,7,"Very Poor",3.7,Often,Daily,High,"Below Average",,1,8.5,4,FALSE,TRUE,44.15
GD0828,Male,PC,13-18,Strategy,"Age of Empires",3.7,Fair,6.6,Always,Rarely,Low,Good,2.89,,9.2,3,FALSE,FALSE,6.16
GD0829,Male,Multi-platform,19-24,"Battle Royale",PUBG,3.3,Good,7.4,Often,Often,Low,Excellent,,3,6.8,1,FALSE,FALSE,44.8
